title,isbn10,isbn13,vendor_buy,description,purchase_cost,processing_cost,net_buying_cost,url_buy
Hospice and Palliative Care: The Essential Guide,0415993563,9780415993562,Amazon.com,"Softcover, ISBN 9780415993562Publisher: Routledge, 2009278 pages. Used - Good, Usually ships in 24 hours, Front cover is smooth and intact. The back cover is noticably bent or creased. Binding is tight and in excellent condition. Has pristine, unmarked pages. This book qualifies for PRIME and FREE SHIPPING!. Shipped from Amazon. FREE Two-Day Shipping with Amazon Prime. Not a Prime member? ...",16.8,2,18.8,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=X3xkwFC3EPL4oi0r7StK1.IDQGs_1497963026_1:1:1&bs=amazon_com_prime&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0415993563%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=T1GdECnmi4BcidEG.Y9r
Punto y aparte (Spanish) Standalone Book,0078037050,9780078037054,Amazon.com,"Softcover, ISBN 9780078037054Publisher: McGraw-Hill Education, 2014320 pages. Used - Acceptable, Usually ships in 24 hours, WATER DAMAGE THROUGHOUT BOTTOM EDGE. NO MARKING OBSERVED(ALTHOUGH COULD HAVE MISSED A TINY AMOUNT). UNLESS STATED OTHERWISE, BOOK ONLY, USED BOOK DOES NOT INCLUDE ORIGINAL SUPPLEMENTS. SUCH AS CD, DVD, ONLINE ACCESS CODE, STUDY MANUAL, DUST JACKET ETC.. AND MAY HAVE STICKERS (RESIDUE) ON COVER.. Shipped from Amazon. FREE Two-Day Shipping with Amazon Prime.",73.24,2,75.24,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=.4RIzLlIehkW3kIa31IdUzJCnqE_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0078037050%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=5PaM2fsrGS1jU09Zr9qT
"Palliative Care: Core Skills and Clinical Competencies, Expert Consult  Online and Print",1437716199,9781437716191,Amazon.com,"Softcover, ISBN 9781437716191Publisher: Saunders, 2011752 pages. Used - Acceptable, Usually ships in 4-5 business days, International shipment available. A used item that may have some cosmetic wear (i.e. shelf-wear, slightly torn or missing dust jacket, broken spine, creases, dented corner, pages may include limited notes and highlighting) All text in great shape! will ship best condition whenever available. Accessories such as CD, codes, and dust jackets etc. may not be included",48.29,2,50.29,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=VWCJTjdNLWg3QbX0sDVEablCJLQ_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1437716199%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=Z5ncvzl7FUAFYAZ.LWHv
Your Guide to College Success: Strategies for Achieving Your Goals (Textbook-specific CSFI),1111834334,9781111834333,Amazon.com,"Softcover, ISBN 9781111834333Publisher: Cengage Learning, 2012432 pages. Used - Acceptable, Usually ships in 1-2 business days, A readable copy. All pages are intact, and the cover is intact. Pages can include considerable notes-in pen or highlighter-but the notes cannot obscure the text. At ThriftBooks, our motto is: Read More, Spend Less.",13.56,2,15.56,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=O9jfoxbjfOk0E3SWCvy4wIVMgk4_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1111834334%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=SVWGq1z9dG0g5N9hvp7i
Student Success in College: Doing What Works! (MindTap Course List),1285852176,9781285852171,Amazon.com,"Softcover, ISBN 9781285852171Publisher: Cengage Learning, 2015320 pages. Used - Acceptable, Usually ships in 24 hours, Book cover is worn. Used books cannot guarantee unused access codes or working CD's!",12.59,2,14.59,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=vCfhjBIQAUEcJqnBHgUtKJp2X4k_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1285852176%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=BnNR4QsfnsIDkz1F8kQg
"Computer Vision: Principles, Algorithms, Applications, Learning",012809284X,9780128092842,Amazon.com,"Hardcover, ISBN 9780128092842Publisher: Academic Press, 2017900 pages. Used - Very Good, Usually ships in 6-10 business days",149.54,2,151.54,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=iwe.d9Pe6Be8m9CQcPBkEB9AhYU_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F012809284X%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=GesCLfcz2WkISKf3vPIf
Advanced Practice Palliative Nursing,0190204745,9780190204747,Amazon.com,"Hardcover, ISBN 9780190204747Publisher: Oxford University Press, 2016648 pages. Used - Very Good, Usually ships in 1-2 business days",71.99,2,73.99,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=Kkrr4rF4,SHYxQNydadnK8ydCTY_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0190204745%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=S5QyXJ1hFnnwV5wjX7xo"
Napoleon: A Symbol for an Age: A Brief History with Documents (The Bedford Series in Istory and Culture),0312431104,9780312431105,Amazon.com,"Softcover, ISBN 9780312431105Publisher: Bedford/St. Martin's, 2007256 pages. Used - Good, Usually ships in 1-2 business days, Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!",7.99,2,9.99,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=52Ld7,p8kuuO,,NlbOwiBwlMOVk_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0312431104%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=igI_kUqEnHsG0lL2LHHU"
Hearing Form - Textbook and Anthology Pack: Musical Analysis With and Without the Score,1138900699,9781138900691,Amazon.com,"Softcover, ISBN 9781138900691Publisher: Routledge, 2016692 pages. Used - Good, Usually ships in 1-2 business days, Choose Expedited Shipping for fastest delivery! Used Texts May Have Used Book Stickers on the Cover. Free USPS Tracking Number. Used texts may NOT contain supplemental materials such as CD's, info-trac, access codes, etc... Satisfaction Guaranteed! (Hawaii,Alaska, Puerto Rico and APO's, allow additional time for delivery.)",99.56,2,101.56,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=NzCJiOHYmGqsHc0kCSFDOWBaGd8_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1138900699%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=3hQh8JQ5t69g8hmr1UcO
Computer Networks (5th Edition),0132126958,8601300091266,N/A,N/A,N/A,N/A,N/A,N/A
"Red, White, and Black: The Peoples of Early North America (5th Edition)",013193550X,9780131935501,N/A,N/A,N/A,N/A,N/A,N/A
Data Communications and Networking,0073376221,8601400052488,N/A,N/A,N/A,N/A,N/A,N/A
"Palliative Care Nursing, Fourth Edition: Quality Care to the End of Life",0826196357,9780826196354,N/A,N/A,N/A,N/A,N/A,N/A
"Integrated Chinese: Level 2, Part 1 (Simplified and Traditional Character) Textbook (Chinese Edition) (Chinese and English Edition)",0887276792,9780887276798,N/A,N/A,N/A,N/A,N/A,N/A
Tonal Harmony,125944709X,9781259447099,Amazon.com,"Hardcover, ISBN 9781259447099Publisher: McGraw-Hill Education, 2017704 pages. Collectible - Like New, Usually ships in 1-2 business days, New except for sticker damage on front cover",123.99,2,125.99,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=KAnutXllL0fDSYU6C7KIdFtLllg_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F125944709X%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dcollectible%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=cPmE3yqFCVY9_vDH6sPs
"Revolution in Virginia, with a new Foreword",0879352337,9780879352332,Amazon.com,"Softcover, ISBN 9780879352332Publisher: University of Virginia Press, 2007456 pages. Used - Acceptable, Usually ships in 1-2 business days, Expedited orders RECEIVED in 1-5 business days within the United States. Orders ship SAME or NEXT business day. We proudly ship to APO/FPO addresses. 100% Satisfaction Guaranteed!",12.67,2,14.67,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=HCAj1gR8.4DDlUeIXursRZdQW6I_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0879352337%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=YBpgQx_eDDBVppFi_cUl
