title,isbn10,isbn13,vendor_buy,description,purchase_cost,processing_cost,net_buying_cost,url_buy
Social Psychology (MindTap Course List),1305580222,9781305580220,Amazon.com,"Hardcover, ISBN 9781305580220Publisher: Cengage Learning, 2016752 pages. Used - Very Good. Shipped from Amazon. FREE Two-Day Shipping with Amazon Prime.",106.75,2,108.75,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=SSyZQgWmkXan.rrC9Ab0YiiX2lc_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1305580222%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=vJQql5ZAPWV_K8dbBlDy
"The Architecture of Computer Hardware, Systems Software, and Networking: An Information Technology Approach",1118322630,9781118322635,N/A,N/A,N/A,N/A,N/A,N/A
The Triumph of Reason - The Thinking Man's Guide to Adolf Hitler,190847677X,9781908476777,Amazon.com,"Softcover, ISBN 9781908476777Publisher: Black House Publishing Ltd, 201276 pages. Used - Like New, Usually ships in 24 hours, Crisp And Clean",17.59,2,19.59,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=3IDJI16GFT1iWRtt60Hoi1aksDs_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F190847677X%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=xlYh2keVsQEwszxFU8Cw
Designing Tomorrow: America's World's Fairs of the 1930s,0300149573,9780300149579,Amazon.com,"Hardcover, ISBN 9780300149579Publisher: Yale University Press, 2010224 pages. Used - Good, Usually ships in 1-2 business days, Ships same day or next business day! UPS shipping available (Priority Mail for AK/HI/APO/PO Boxes). Used sticker and some writing and/or highlighting. Used books may not include working access code or dust jacket.",15.99,2,17.99,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=QTwTBHmop4C6ogjRPFwv,0EJkOg_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0300149573%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=x8QxY80qMb4kjbzX.TO7"
J.J. Pizzuto's Fabric Science Swatch Kit: Studio Access Card,1628926570,9781628926576,Amazon.com,"Softcover, ISBN 9781628926576Publisher: Fairchild Books, 2016130 pages. Used - Like New, Usually ships in 4-5 business days, Unread copy in mint condition ASIN: B074P981DH",72.0,2,74.0,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=zfpjcD8AywHMf2mfnX35WmJMpMM_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2FB074P981DH%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=hoCLSXNTE8LDL2AfXaLG
The Shame of Survival: Working Through a Nazi Childhood,0271034483,9780271034485,Amazon.com,"Softcover, ISBN 9780271034485Publisher: Penn State University Press, 2010376 pages. Used - Good, Usually ships in 24 hours, Item in good condition. May have some underlined, highlighted pages. For textbooks, we cannot guarantee they include their supplements like CD, access code, info track, etc. Excellent Customer Service!",113.99,2,115.99,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=E0pR5LEI2j.TcExjXhy4wr6FRNc_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0271034483%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=VausiNV0aCvsVGfEU8Ue
Anatomy for the Artist,078948045X,8601410866938,N/A,N/A,N/A,N/A,N/A,N/A
Dr. Jekyll and Mr. Hyde: A Kaplan SAT Score-Raising Classic (Kaplan Test Prep),1607148633,8581000050377,N/A,N/A,N/A,N/A,N/A,N/A
Atlas of Slavery,0582437806,9780582437807,N/A,N/A,N/A,N/A,N/A,N/A
The Last Eyewitnesses: Children of the Holocaust Speak (Jewish Lives),0810115115,9780810115118,Amazon.com,"Softcover, ISBN 9780810115118Publisher: Northwestern University Press, 1998352 pages. Used - Good, Usually ships in 1-2 business days, Used book at great price. Maybe Ex-lib, may have wear or marking, may not contain supplement such as CD. Prompt shipping and great customer service.",27.82,2,29.82,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=0IsVn8nAE0khpHkUwAV4WnmRrIw_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0810115115%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=fhgsOsUSQxs2DOKosqbj
Interior Design: A Critical Introduction,1847883125,9781847883124,N/A,N/A,N/A,N/A,N/A,N/A
The Atlas of Human Rights: Mapping Violations of Freedom Around the Globe (Atlas Of... (University of California Press)),0520261232,9780520261235,N/A,N/A,N/A,N/A,N/A,N/A
Footnotes in Gaza: A Graphic Novel,0805092773,9780805092776,N/A,N/A,N/A,N/A,N/A,N/A
Hitler and Nazi Germany (6th Edition),0205695329,9780205695324,Amazon.com,"Softcover, ISBN 9780205695324Publisher: Pearson Higher Education, 2009320 pages. Used - Acceptable, Usually ships in 1-2 business days",23.37,2,25.37,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=l,oBXg8pqfSrhSmL82U29KzgjQE_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0205695329%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=3nB4U4dMUUupZb2.sSCX"
Strength and Conditioning for Sports Performance,0415578213,9780415578219,Amazon.com,"Softcover, ISBN 9780415578219Publisher: Routledge, 2016724 pages. Used - Very Good, Usually ships in 1-2 business days, Over 1 Million Satisfied Customers. Buy With Confidence! Used items may contain, highlighting, writing, and other previous signs of use. Used items may not contain CD's. access codes and other accompanying items when applicable.",315.85,2,317.85,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=Xyf7g.BXznG0LD0CtZskgZDLfQs_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0415578213%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=BiG_s8sPY2wU_waYk4yr
Woman Rebel: The Margaret Sanger Story,1770461264,9781770461260,Amazon.com,"Hardcover, ISBN 9781770461260Publisher: Drawn and Quarterly, 2013104 pages. Used - Good, Usually ships in 1-2 business days, Connecting readers with great books since 1972. Used books may not include companion materials, some shelf wear, may contain highlighting/notes, may not include cdrom or access codes. Customer service is our top priority!",11.13,2,13.13,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=dFbnQBOkRDhvDShP91W.rqNb9gE_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1770461264%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=ai5Qu4WF8AKH8n4o1YUW
"A History of Design from the Victorian Era to the Present: A Survey of the Modern Style in Architecture, Interior Design, Industrial Design, Graphic Design, and Photography (Second Edition)",039373272X,9780393732726,Amazon.com,"Softcover, ISBN 9780393732726Publisher: W. W. Norton & Company, 2011208 pages. Used - Good, Usually ships in 1-2 business days, Expedited orders RECEIVED in 1-5 business days within the United States. Orders ship SAME or NEXT business day. We proudly ship to APO/FPO addresses. 100% Satisfaction Guaranteed!",22.1,2,24.1,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=m6UjFPbbCskqq0bS9XjZRABKWIE_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F039373272X%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=snE2UQBVJUd3gWpOdacF
Minnesota St. Louis County Fishing Map Guide (Fishing Maps from Sportsman's Connection),188501032X,9781885010322,N/A,N/A,N/A,N/A,N/A,N/A
Interior Design Illustrated,1563675315,9781563675317,N/A,N/A,N/A,N/A,N/A,N/A
Elementary Information Security,1284055930,9781284055931,N/A,N/A,N/A,N/A,N/A,N/A
Introduction to Electrodynamics (3rd Edition),013805326X,9780138053260,N/A,N/A,N/A,N/A,N/A,N/A
"Math in Focus: Singapore Math - Extra Practice, Grade 4, Book B, Common Core",0669015725,9780669015720,N/A,N/A,N/A,N/A,N/A,N/A
Pocahontas and the Powhatan Dilemma: The American Portraits Series,0809077388,9780809077380,N/A,N/A,N/A,N/A,N/A,N/A
Mapping Latin America: A Cartographic Reader,0226618226,9780226618227,N/A,N/A,N/A,N/A,N/A,N/A
The New Atlas of World History: Global Events at a Glance,0691152691,9780691152691,N/A,N/A,N/A,N/A,N/A,N/A
Modern Electrodynamics,0521896975,9780521896979,Amazon.com,"Hardcover, ISBN 9780521896979Publisher: Cambridge University Press, 2012998 pages. Used - Acceptable, Usually ships in 1-2 business days, No guarantee on products that contain supplements and some products may include highlighting and writing.",55.98,2,57.98,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=DGlYQRbpjgR5Oe5r519CUjNwPkQ_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0521896975%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=d5rAXjPmlIADtg092QTa
Electromagnetics,0132433842,9780132433846,N/A,N/A,N/A,N/A,N/A,N/A
Architecture and Interior Design: An Integrated History to the Present (Fashion Series),0135093570,9780135093573,N/A,N/A,N/A,N/A,N/A,N/A
Engineering Electromagnetic Fields and Waves,0471098795,9780471098799,Amazon.com,"Softcover, ISBN 9780471098799Publisher: Wiley, 1988637 pages. Used - Acceptable, Usually ships in 1-2 business days, A used book that may have some cosmetic wear (i.e. shelf-wear, slightly torn or missing dust jacket, dented corner, pages may include limited notes and highlighting) All text in great shape!",12.49,2,14.49,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=oqiKvKagEyX4j1q12GjgohgkBK0_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0471098795%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=gUHi4JP3rgITAjI1zIZg
"The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African, Written by Himself (Norton Critical Editions)",0393974944,8601416937908,N/A,N/A,N/A,N/A,N/A,N/A
Holt McDougal Biology: Student Edition High School 2010,0547219474,9780547219479,N/A,N/A,N/A,N/A,N/A,N/A
Therapeutic Exercise: From Theory to Practice,0803613644,9780803613645,Amazon.com,"Hardcover, ISBN 9780803613645Publisher: F.A. Davis Company, 2011848 pages. Used - Very Good, Usually ships in 1-2 business days, Over 1 Million Satisfied Customers. Buy With Confidence! Used items may contain, highlighting, writing, and other previous signs of use. Used items may not contain CD's. access codes and other accompanying items when applicable.",97.69,2,99.69,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=Notb.AWcQaaU.EgBLkiWGiA05pw_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0803613644%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=b.eaThSQzKvL0pTHzza9
Cambridge International AS and A Level Biology Coursebook with CD-ROM (Cambridge International Examinations),1107636825,9781107636828,N/A,N/A,N/A,N/A,N/A,N/A
Prentice-Hall Biology,0131662554,9780131662551,N/A,N/A,N/A,N/A,N/A,N/A
Geometry (My Path to Math (Paperback)),0778743586,9780778743583,N/A,N/A,N/A,N/A,N/A,N/A
"Math in Focus: The Singapore Approach, Grade 4, Book A: Extra Practice Common Core (Math in Focus: Singapore Math)",0669015911,9780669015911,Amazon.com,"Softcover, ISBN 9780669015911Publisher: GREAT SOURCE, 2009152 pages. Used - Very Good, Usually ships in 1-2 business days, Very minor wear. ISBN|0669015911 Math in Focus: The Singapore Approach, Grade 4, Book A: Extra Practice Common Core (Math in Focus: Singapore Math) (C.)2009 (EAM)",17.71,2,19.71,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=qzbpnWDtzPClrql7i6NRvZA5OxU_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0669015911%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=3PefSNSboSWHaJxtWI2n
Holt Biology: Student Edition 2008,0030672147,9780030672149,N/A,N/A,N/A,N/A,N/A,N/A
Developmental Psychology: Childhood and Adolescence,1111834520,9781111834524,N/A,N/A,N/A,N/A,N/A,N/A
Holt McDougal Biology: Student Edition 2012,0547586663,9780547586663,N/A,N/A,N/A,N/A,N/A,N/A
The Design Process,1563678721,9781563678721,Amazon.com,"Softcover, ISBN 9781563678721Publisher: Fairchild Books, 2010304 pages. Used - Good, Usually ships in 1-2 business days, Sound copy that may show minimal signs of wear or previous ownership.",14.52,2,16.52,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=DDti7e81ZJEcxG4mwRp1lf80JKg_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1563678721%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=YpJ9ZG3nOMcDbUZZHn4q
Exam 98-365 MTA Windows Server Administration Fundamentals,0470901829,9780470901823,Amazon.com,"Softcover, ISBN 9780470901823Publisher: Wiley, 2011240 pages. Used - Acceptable, Usually ships in 1-2 business days, Please read before purchase: Has spine damage. Has writing/highlighting. Acceptable Condition. Five star seller - Buy with confidence!",10.02,2,12.02,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=H5wbq5gYbWwoIW1UgXFyKEXCHZE_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0470901829%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=X6g0.6HompbXmunA4YzY
"It's All for the Kids: Gender, Families, and Youth Sports",0520257103,0884566083222,N/A,N/A,N/A,N/A,N/A,N/A
Life and Times of William IV (Kings & Queens),0297778390,9780297778394,N/A,N/A,N/A,N/A,N/A,N/A
Psychology Applied to Modern Life: Adjustment in the 21st Century (MindTap Course List),1305968476,9781305968479,N/A,N/A,N/A,N/A,N/A,N/A
Java Network Programming,1449357679,9781449357672,Amazon.com,"Softcover, ISBN 9781449357672Publisher: O'Reilly Media, 2013506 pages. Used - Good, Usually ships in 1-2 business days, Shows some signs of wear, and may have some markings on the inside. 100% Money Back Guarantee. Shipped to over one million happy customers.",18.47,2,20.47,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=l62NFq89OBQUUOvzC11o4hSqdz0_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1449357679%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=dGCLEFvJJ1XqubkRatvW
The Routledge Historical Atlas of Religion in America (Routledge Atlases of American History),0415921376,9780415921374,Amazon.com,"Softcover, ISBN 9780415921374Publisher: Routledge, 2000144 pages. Used - Acceptable, Usually ships in 2-3 business days, Cover has some rubbing and edge wear. Access codes, CD's, and other accessories may not be included. All items ship Mon-Fri.",11.71,2,13.71,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=DJ9L.gdot3kIAcegbhR6Dknyl08_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0415921376%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=YX.p6Rm85Yde0eSD1jto
Edmund Burke: Volume II: 1784-1797,0199541531,9780199541539,N/A,N/A,N/A,N/A,N/A,N/A
Semiconductor Physics And Devices: Basic Principles,0073529583,9780073529585,Amazon.com,"Hardcover, ISBN 9780073529585Publisher: McGraw-Hill, 2011784 pages. Used - Like New, Usually ships in 1-2 business days, All inventory in stock! Orders generally ship in 2 business days!",132.88,2,134.88,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=.l7vYi2FOplvyPskFy6qt6gsD8c_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0073529583%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=ayinTYkbCKy4csKLs3Xj
CAD and Rapid Prototyping for Product Design (Portfolio Skills),1780673426,9781780673424,Amazon.com,"Softcover, ISBN 9781780673424Publisher: Laurence King Publishing, 2014176 pages. Used - Very Good, Usually ships in 1-2 business days, Former Library book. Great condition for a used book! Minimal wear. 100% Money Back Guarantee. Shipped to over one million happy customers.",13.29,2,15.29,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=07sR7lUlL4iO,rpzlZqiMc0qk9Y_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F1780673426%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=oEBmZJexug84A6dZXPCr"
The Growth Of Logical Thinking From Childhood To Adolescence: AN ESSAY ON THE CONSTRUCTION OF FORMAL OPERATIONAL STRUCTURES (International Library of Psychology),0415864445,9780415864442,Amazon.com,"Softcover, ISBN 9780415864442Publisher: Routledge, 2013382 pages. Used - Very Good, Usually ships in 1-2 business days, Covers show only light surface and corner wear. Light finger smudging to edges of text block. Text itself appears unread.",52.06,2,54.06,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=ilXnY2qf423YUKdkR1uRMJPueaE_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0415864445%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=13qbwg50N..olaeP4cjx
Mary Tudor: Old and New Perspectives,0230004636,9780230004634,N/A,N/A,N/A,N/A,N/A,N/A
Modern Chemistry: Student Edition 2012,0547586639,9780547586632,N/A,N/A,N/A,N/A,N/A,N/A
Critical Thinking: A Student's Introduction,0078038316,9781259074035,N/A,N/A,N/A,N/A,N/A,N/A
Hegel: An Intellectual Biography,0745617816,9780745617817,N/A,N/A,N/A,N/A,N/A,N/A
The Penguin Atlas of Women in the World: Fourth Edition,0143114514,9780143114512,Amazon.com,"Softcover, ISBN 9780143114512Publisher: Penguin Books, 2008128 pages. Used - Good, Usually ships in 1-2 business days, The item is in Good Condition, shows normal handling wear. Fast Shipping in a Standard Poly Mailer!",6.28,2,8.28,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=Xv9ztO4mb818aem21D.XOJEnvLQ_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0143114514%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=PLJ4rGouhfZP3kMJ1xoO
Atlas Of The Civil War,0762423560,9780762423569,Amazon.com,"Hardcover, ISBN 9780762423569Publisher: Running Press, 2005224 pages. Used - Good, Usually ships in 1-2 business days, A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact. The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include previous owner inscriptions. At ThriftBooks, our motto is: Read More, Spend Less.",24.01,2,26.01,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=3D3rjEa1CYoS6HeQf5vBomnMXM4_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0762423560%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=_QOgfgttUrbvBBUfBbQg
The Palgrave Concise Historical Atlas of Eastern Europe: Revised and Updated,0312239858,9780312239855,Amazon.com,"Softcover, ISBN 9780312239855Publisher: Palgrave Macmillan, 2001128 pages. Used - Good, Usually ships in 24 hours. Shipped from Amazon. FREE Two-Day Shipping with Amazon Prime. Not a Prime member? Get a 30-day Amazon Prime free trial which includes FREE Prime Video, Prime Music and Kindle Lending Library.",15.48,2,17.48,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=dkG,XJ6Spx3y2ivjUURVh7NzhFo_1497963026_1:1:1&bs=amazon_com_prime&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0312239858%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=28sWkCmmB2l1B_abx2ya"
Map Use & Analysis,0073037486,9780073037486,N/A,N/A,N/A,N/A,N/A,N/A
I Could Sing of Your Love Forever (Praise Baby Board Book),1400070465,9781400070466,N/A,N/A,N/A,N/A,N/A,N/A
"Serving Military Families: Theories, Research, and Application (Textbooks in Family Studies)",1138841250,9781138841253,N/A,N/A,N/A,N/A,N/A,N/A
Biology: The Dynamics Of Life (Teacher Wraparound Edition),0078298997,9780078298998,Amazon.com,"Hardcover, ISBN 9780078298998Publisher: Glencoe/McGraw-Hill School Pub Co, 20041190 pages. Used - Good, Usually ships in 1-2 business days, Meets the good condition guidelines. Has wear. Five star seller - Buy with confidence!",7.78,2,9.78,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=VkMg,8kbsvex9,BTIT,hHw8OGG8_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0078298997%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=6VY3ECJuf1oi.aRSVWTG"
A Mathematical Dictionary for IGCSE,074878196X,9780748781966,Amazon.com,"Softcover, ISBN 9780748781966Publisher: Oxford University Press, 2014136 pages. Used - Like New, Usually ships in 1-2 business days, Like New Book.",14.78,2,16.78,"https://www.bookfinder.com/search/?st=rs&ac=dp&qi=Eisy.TaZqM4HP9I,tI9t,AGyn0k_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F074878196X%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=tiy5iqL0.QXBunzWHSMY"
Justice: What's the Right Thing to Do?,0374532508,9780374532505,N/A,N/A,N/A,N/A,N/A,N/A
Merry Christmas Songbook: Over 100 Holiday Classics (Book & CD),0762108681,9780762108688,N/A,N/A,N/A,N/A,N/A,N/A
"Cambridge Latin Course, Unit 2: The North American, 4th Edition (North American Cambridge Latin Course) (English and Latin Edition)",0521004306,9780521004305,Amazon.com,"Softcover, ISBN 9780521004305Publisher: Cambridge University Press, 2001244 pages. Used - Good, Usually ships in 24 hours, Exactly same item as shown in photo. Shows general wear. Has writing and/or highlighting. Personal, friendly customer service by an American small business. Hassle-free returns. Stored, sold and shipped by online. :). Shipped from Amazon. FREE Two-Day Shipping with Amazon Prime. Not a Prime member? ...",24.4,2,26.4,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=vKFkrwLqFP1h9eUiSroD2R5SBlM_1497963026_1:1:1&bs=amazon_com_prime&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0521004306%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=Vawdo1kcMY258pIHSZRP
Area (My Path to Math),0778767892,9780778767893,Amazon.com,"Softcover, ISBN 9780778767893Publisher: Crabtree Pub Co, 201024 pages. Used - Good, Usually ships in 1-2 business days, Used book at great price. Maybe Ex-lib, may have wear or marking, may not contain supplement such as CD. Prompt shipping and great customer service.",18.2,2,20.2,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=gEvKJU.WIFZMiBG1TNEejSXe4AY_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0778767892%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=NrmLUBz_gG40qtfXGRTO
Geometry problems and solutions from Mathematical Olympiads,0982771320,9780982771327,N/A,N/A,N/A,N/A,N/A,N/A
Anne Hutchinson: Puritan Prophet (Library of American Biography),0321476212,9780321476210,N/A,N/A,N/A,N/A,N/A,N/A
Modern Chemistry: Student Edition 2007,0030922046,9780030922046,Amazon.com,"Hardcover, ISBN 9780030922046Publisher: HOLT, RINEHART AND WINSTON, 2007960 pages. Used - Acceptable, Usually ships in 24 hours, Cover has scratches and creases, worn corners. Pages are clean and without any highlighting or notations. Packaged and shipped by online.. Shipped from Amazon. FREE Two-Day Shipping with Amazon Prime. Not a Prime member? ...",16.84,2,18.84,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=lDVKYG4N4I.GKt0cGTzQoMaLqSI_1497963026_1:1:1&bs=amazon_com_prime&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0030922046%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=HIlvIzbrTY9uslycvRZM
DESIGNING AND DRAWING TESSELLATIONS,0980219132,9780980219135,Amazon.com,"Softcover, ISBN 9780980219135Publisher: Tessellations, 2017142 pages. Used - Good, Usually ships in 1-2 business days, Paper Back Copy! Book(s) is/are in good condition. Access codes or any other supplemental materials are NOT guaranteed to work or may be invalid or expired. All items ship Monday - Friday - Fast shipping in a secure mailer.",12.75,2,14.75,https://www.bookfinder.com/search/?st=rs&ac=dp&qi=U9z9ipHn0BMv1caXuPcoP1bo5r0_1497963026_1:1:1&bs=amazon&bu=https%3A%2F%2Fwww%2Eamazon%2Ecom%2F%2Fgp%2Foffer%2Dlisting%2F0980219132%2Fsr%3D%2Fqid%3D%2F%3Fcondition%3Dused%26tag%3Dbookfinder%2Dtest%2Da%2D20&uh=j8yWgk4gBDWHaReBlAh7
Heavenly Breakfast: An Essay on the Winter of Love,0917453336,9780917453335,N/A,N/A,N/A,N/A,N/A,N/A
